batch_id,production_date,shift,line_id,machine_id,operator_id,parts_produced,defects_found,defect_type,mold_temp_c,pour_temp_c,moisture_pct,sand_ratio
B3243,27-01-2024,Night,L-1,M-01,OP-09,82,22,Misrun,192.6,1396.4,3.29,0.87
B3244,27-02-2024,Day,L-1,M-01,OP-01,109,23,Shrinkage,212.8,1412.5,3.15,0.85
B3245,07-02-2024,Night,L-2,M-02,OP-06,105,44,Cold Shut,203.4,1378,4.57,0.88
B3246,24-06-2024,Night,L-1,M-01,OP-15,122,51,Blowhole,203.2,1416.8,5.1,0.85
B3247,29-01-2024,Day,L-2,M-02,OP-04,112,41,Blowhole,212.3,1434.6,6.02,0.87
B3248,20-01-2024,Night,L-2,M-02,OP-10,113,47,Cold Shut,212.4,1403.7,4.66,0.89
B3249,22-01-2024,Night,L-1,M-01,OP-15,107,28,Blowhole,204,1412,3.95,0.86
B3250,15-02-2024,Day,L-3,M-03,OP-07,96,30,Cold Shut,201.6,1446.8,4.36,0.84
B3251,22-06-2024,Day,L-3,M-03,OP-07,129,41,Shrinkage,197.8,1429.7,4.01,0.81
B3252,08-06-2024,Night,L-3,M-03,OP-14,94,48,Cold Shut,215.5,1443.2,5.22,0.87
B3253,10-03-2024,Day,L-2,M-02,OP-15,101,37,Misrun,202.5,1387.8,4.74,0.8
B3254,08-03-2024,Night,L-3,M-03,OP-13,88,32,Blowhole,225.2,1432.9,4.2,0.8
B3255,16-06-2024,Day,L-1,M-01,OP-03,117,25,Cold Shut,223.4,1420.9,4.31,0.88
B3256,24-04-2024,Night,L-1,M-01,OP-12,81,34,Misrun,208.8,1393.9,4.64,0.85
B3257,27-05-2024,Day,L-1,M-01,OP-07,126,46,Cold Shut,223.2,1422.8,5.03,0.84
B3258,23-03-2024,Day,L-1,M-01,OP-03,110,24,Shrinkage,201.3,1416.5,3.66,0.81
B3259,22-03-2024,Night,L-2,M-02,OP-08,84,22,Misrun,201.8,1400.2,3.5,0.88
B3260,03-06-2024,Night,L-2,M-02,OP-13,120,50,Cold Shut,197,1428.3,4.57,0.86
B3261,08-04-2024,Day,L-1,M-01,OP-07,92,34,Misrun,194.9,1412.2,5.01,0.88
B3262,16-05-2024,Night,L-3,M-03,OP-09,86,31,Shrinkage,205.8,1426.3,3.99,0.81
B3263,28-05-2024,Day,L-2,M-02,OP-12,82,30,Misrun,214.1,1427.6,5.18,0.82
B3264,28-06-2024,Day,L-3,M-03,OP-02,83,39,Shrinkage,210.5,1403.5,4.57,0.81
B3265,22-02-2024,Day,L-2,M-02,OP-14,119,44,Blowhole,206.4,1410.9,4.73,0.83
B3266,04-02-2024,Night,L-2,M-02,OP-15,114,30,Blowhole,215.9,1428.4,4.23,0.85
B3267,02-04-2024,Night,L-1,M-01,OP-14,103,43,Shrinkage,222.8,1405.1,6.08,0.87
B3268,06-02-2024,Night,L-2,M-02,OP-14,99,26,Misrun,223.4,1395.7,4.38,0.87
B3269,27-02-2024,Day,L-1,M-01,OP-01,92,20,Shrinkage,200.6,1412.8,4.16,0.83
B3270,06-04-2024,Day,L-1,M-01,OP-12,116,42,Blowhole,211.2,1418.5,4.93,0.86
B3271,05-04-2024,Night,L-3,M-03,OP-01,97,35,Blowhole,215.1,1392,3.92,0.84
B3272,02-05-2024,Day,L-3,M-03,OP-14,102,32,Shrinkage,199.5,1399,3.6,0.79
B3273,03-04-2024,Day,L-1,M-01,OP-03,128,28,Blowhole,203,1402.2,3.39,0.89
B3274,04-01-2024,Day,L-1,M-01,OP-10,97,35,Misrun,229.1,1421.7,4.96,0.82
B3275,30-04-2024,Day,L-1,M-01,OP-12,109,23,Shrinkage,199.3,1432.7,4.02,0.86
B3276,30-04-2024,Night,L-3,M-03,OP-07,97,35,Cold Shut,191.2,1401,4.5,0.87
B3277,14-03-2024,Day,L-2,M-02,OP-02,101,22,Shrinkage,204.3,1407.2,4.27,0.87
B3278,03-06-2024,Day,L-1,M-01,OP-13,127,27,Shrinkage,217.4,1410.9,4,0.83
B3279,03-01-2024,Day,L-3,M-03,OP-07,85,39,Misrun,200.7,1416.8,4.78,0.9
B3280,21-05-2024,Night,L-3,M-03,OP-12,128,47,Cold Shut,211.4,1395.3,4.33,0.86
B3281,30-06-2024,Night,L-3,M-03,OP-04,113,58,Misrun,202.5,1398.6,4.84,0.81
B3282,24-01-2024,Night,L-1,M-01,OP-09,98,41,Misrun,202.4,1406.7,4.82,0.84
B3283,12-04-2024,Day,L-1,M-01,OP-10,85,18,Blowhole,199.5,1408.9,3.32,0.84
B3284,17-02-2024,Night,L-1,M-01,OP-14,114,30,Blowhole,203.5,1385,3.88,0.82
B3285,02-05-2024,Night,L-3,M-03,OP-06,94,48,Misrun,203.3,1385.1,4.93,0.84
B3286,14-01-2024,Day,L-2,M-02,OP-13,80,29,Cold Shut,215,1453.6,4.69,0.79
B3287,19-02-2024,Night,L-3,M-03,OP-05,119,61,Blowhole,214.5,1417.9,4.52,0.83
B3288,02-04-2024,Day,L-1,M-01,OP-10,94,20,Cold Shut,227.6,1416.9,3.54,0.87
B3289,13-03-2024,Day,L-1,M-01,OP-03,102,22,Blowhole,205.9,1430.6,3.94,0.85
B3290,01-06-2024,Day,L-1,M-01,OP-01,84,18,Cold Shut,213.3,1411.6,3.66,0.83
B3291,12-06-2024,Day,L-1,M-01,OP-15,102,37,Blowhole,204.3,1418.3,4.58,0.88
B3292,22-01-2024,Night,L-1,M-01,OP-10,96,25,Blowhole,211.2,1404.2,3.33,0.82
B3293,12-01-2024,Night,L-3,M-03,OP-01,119,44,Cold Shut,206.6,1416.5,3.55,0.85
B3294,03-01-2024,Night,L-1,M-01,OP-06,105,44,Cold Shut,219.9,1445.5,5.19,0.86
B3295,21-03-2024,Day,L-2,M-02,OP-13,103,22,Misrun,225.6,1429,3.73,0.81
B3296,03-02-2024,Night,L-3,M-03,OP-12,92,47,Blowhole,204.8,1386.7,4.85,0.84
B3297,08-05-2024,Night,L-2,M-02,OP-02,128,34,Shrinkage,227,1412,3.76,0.91
B3298,02-05-2024,Night,L-1,M-01,OP-10,104,43,Blowhole,220.4,1405,4.53,0.8
B3299,08-02-2024,Day,L-2,M-02,OP-11,117,25,Misrun,212.4,1385.8,4.21,0.8
B3300,29-02-2024,Day,L-1,M-01,OP-15,109,40,Shrinkage,213.9,1419,4.7,0.88
B3301,11-02-2024,Day,L-3,M-03,OP-09,89,28,Cold Shut,221.1,1407.5,4.17,0.81
B3302,27-03-2024,Day,L-2,M-02,OP-05,81,29,Cold Shut,205.4,1430.6,4.75,0.84
B3303,11-01-2024,Night,L-3,M-03,OP-15,129,47,Misrun,205.2,1428.9,4.1,0.81
B3304,05-06-2024,Day,L-1,M-01,OP-10,82,18,Blowhole,213.2,1398.6,3.62,0.88
B3305,25-01-2024,Night,L-1,M-01,OP-13,121,50,Blowhole,217.7,1418,4.54,0.82
B3306,20-05-2024,Night,L-1,M-01,OP-14,129,34,Blowhole,207.3,1416.2,4.3,0.85
B3307,26-04-2024,Day,L-2,M-02,OP-06,96,21,Shrinkage,229.9,1399.3,3.04,0.82
B3308,18-01-2024,Day,L-2,M-02,OP-05,95,20,Cold Shut,205.7,1454.5,3.83,0.9
B3309,19-01-2024,Day,L-2,M-02,OP-03,111,41,Misrun,197,1412.1,4.93,0.84
B3310,06-03-2024,Night,L-2,M-02,OP-13,113,47,Misrun,208.2,1439.6,4.63,0.86
B3311,01-02-2024,Day,L-3,M-03,OP-10,103,48,Misrun,211.6,1411.1,4.98,0.87
B3312,14-03-2024,Night,L-1,M-01,OP-07,92,24,Misrun,224.3,1392.6,3.32,0.84
B3313,22-04-2024,Day,L-3,M-03,OP-06,124,39,Cold Shut,211.9,1404,3.08,0.8
B3314,23-06-2024,Day,L-2,M-02,OP-07,119,44,Misrun,211.8,1431.3,4.53,0.83
B3315,07-06-2024,Day,L-2,M-02,OP-11,87,19,Blowhole,195.1,1411.1,3.71,0.85
B3316,28-06-2024,Day,L-3,M-03,OP-14,101,32,Blowhole,218.9,1421.6,3.99,0.82
B3317,15-03-2024,Day,L-1,M-01,OP-07,109,23,Shrinkage,196.6,1416.9,2.84,0.84
B3318,19-01-2024,Night,L-3,M-03,OP-04,83,30,Misrun,199.7,1412,4,0.84
B3319,30-03-2024,Day,L-2,M-02,OP-08,124,45,Misrun,219.5,1432.1,4.83,0.81
B3320,28-01-2024,Night,L-3,M-03,OP-02,105,54,Shrinkage,209.9,1405.2,5.59,0.83
B3321,11-04-2024,Day,L-3,M-03,OP-13,120,56,Misrun,229.5,1422,4.91,0.84
B3322,25-03-2024,Night,L-1,M-01,OP-02,98,41,Cold Shut,225.4,1415.5,4.99,0.83
B3323,24-02-2024,Night,L-2,M-02,OP-12,127,34,Misrun,220.4,1391.2,3.57,0.84
B3324,26-04-2024,Night,L-1,M-01,OP-01,117,31,Shrinkage,204.7,1422.2,2.95,0.81
B3325,12-06-2024,Day,L-2,M-02,OP-04,93,20,Cold Shut,213.5,1421.7,4.01,0.88
B3326,02-06-2024,Day,L-3,M-03,OP-13,110,35,Misrun,217.1,1402.8,4.47,0.83
B3327,20-04-2024,Night,L-1,M-01,OP-08,90,24,Shrinkage,194.7,1402,3.47,0.81
B3328,06-01-2024,Day,L-1,M-01,OP-13,81,29,Misrun,220,1427.2,5.09,0.92
B3329,11-06-2024,Night,L-2,M-02,OP-03,81,21,Blowhole,233,1412.7,4.23,0.81
B3330,11-03-2024,Day,L-1,M-01,OP-07,96,35,Blowhole,208.3,1407.9,4.52,0.86
B3331,17-04-2024,Night,L-2,M-02,OP-09,113,47,Shrinkage,193.7,1404.1,4.55,0.79
B3332,17-02-2024,Night,L-3,M-03,OP-14,92,34,Blowhole,198.9,1421.2,3.35,0.86
B3333,28-03-2024,Night,L-1,M-01,OP-13,113,30,Cold Shut,217,1389.2,3.34,0.85
B3334,30-03-2024,Day,L-1,M-01,OP-07,91,20,Misrun,203.8,1395.7,4.34,0.85
B3335,27-06-2024,Day,L-2,M-02,OP-07,89,19,Cold Shut,225.8,1405.3,3.08,0.88
B3336,03-01-2024,Night,L-3,M-03,OP-09,80,29,Shrinkage,218.3,1396,3.61,0.86
B3337,23-03-2024,Day,L-1,M-01,OP-11,123,45,Cold Shut,222.1,1412.9,4.51,0.87
B3338,27-04-2024,Day,L-1,M-01,OP-15,112,24,Shrinkage,215.6,1413.8,3.64,0.84
B3339,30-01-2024,Night,L-2,M-02,OP-13,83,22,Misrun,204.7,1437.4,3.64,0.86
B3340,25-04-2024,Day,L-2,M-02,OP-14,105,23,Shrinkage,211.8,1397.2,3.6,0.79
B3341,12-06-2024,Night,L-3,M-03,OP-10,101,37,Blowhole,191.1,1396.1,3.87,0.85
B3342,18-02-2024,Day,L-1,M-01,OP-07,88,32,Shrinkage,204.8,1404.6,5.25,0.81
B3343,25-02-2024,Night,L-3,M-03,OP-06,111,57,Shrinkage,208.2,1435.1,4.66,0.89
B3344,04-04-2024,Day,L-1,M-01,OP-14,105,38,Cold Shut,218.9,1405.9,4.59,0.86
B3345,19-03-2024,Night,L-1,M-01,OP-09,111,29,Blowhole,213.9,1417.6,3.76,0.9
B3346,15-06-2024,Night,L-3,M-03,OP-08,119,61,Misrun,219.3,1404.3,5.11,0.9
B3347,31-03-2024,Night,L-2,M-02,OP-14,113,30,Misrun,212.6,1413.8,3.76,0.79
B3348,30-01-2024,Night,L-3,M-03,OP-15,90,33,Shrinkage,206.4,1423.5,3.17,0.79
B3349,05-04-2024,Night,L-2,M-02,OP-03,104,28,Shrinkage,215.5,1430.2,4.34,0.83
B3350,07-04-2024,Night,L-3,M-03,OP-05,110,40,Misrun,210.2,1412.3,4.29,0.86
B3351,28-06-2024,Night,L-3,M-03,OP-10,125,46,Blowhole,209.2,1390.7,4.19,0.87
B3352,23-01-2024,Day,L-1,M-01,OP-11,129,28,Blowhole,201.5,1390,3.93,0.89
B3353,27-01-2024,Night,L-3,M-03,OP-08,91,47,Blowhole,212,1423.1,4.62,0.86
B3354,08-05-2024,Night,L-3,M-03,OP-10,120,62,Blowhole,219.5,1418.7,5.18,0.8
B3355,17-04-2024,Night,L-3,M-03,OP-04,97,35,Shrinkage,205.7,1420.8,3.97,0.83
B3356,30-01-2024,Night,L-2,M-02,OP-04,104,28,Misrun,208.7,1451.4,3.07,0.86
B3357,28-04-2024,Night,L-1,M-01,OP-07,83,22,Misrun,221,1407.3,3.17,0.86
B3358,27-02-2024,Night,L-1,M-01,OP-09,115,31,Cold Shut,193.4,1388.7,4.47,0.81
B3359,19-03-2024,Night,L-2,M-02,OP-14,121,32,Misrun,195.8,1430,3.99,0.83
B3360,02-01-2024,Day,L-3,M-03,OP-15,85,27,Misrun,218.1,1419.9,4.03,0.9
B3361,07-01-2024,Day,L-1,M-01,OP-03,102,22,Cold Shut,220.4,1410.3,3.64,0.88
B3362,26-03-2024,Night,L-3,M-03,OP-03,101,37,Misrun,215.9,1434.1,3.9,0.83
B3363,19-02-2024,Night,L-1,M-01,OP-10,107,28,Misrun,225.6,1408.7,4.14,0.87
B3364,02-02-2024,Night,L-1,M-01,OP-11,105,44,Misrun,225.4,1414,5.15,0.83
B3365,13-04-2024,Day,L-3,M-03,OP-15,106,49,Cold Shut,220.3,1395.5,4.85,0.9
B3366,21-04-2024,Day,L-3,M-03,OP-04,119,55,Blowhole,200.9,1414.7,4.55,0.86
B3367,09-05-2024,Day,L-3,M-03,OP-02,126,59,Misrun,209.3,1408.9,5.21,0.86
B3368,21-05-2024,Night,L-3,M-03,OP-03,99,36,Cold Shut,187.1,1392.8,3.9,0.82
B3369,24-01-2024,Day,L-1,M-01,OP-01,90,19,Misrun,211.6,1433.4,3.06,0.83
B3370,08-01-2024,Day,L-1,M-01,OP-10,80,17,Blowhole,206.1,1393.8,4.11,0.85
B3371,07-01-2024,Night,L-3,M-03,OP-12,94,34,Shrinkage,201.9,1429.4,4.34,0.82
B3372,17-02-2024,Night,L-2,M-02,OP-04,95,39,Shrinkage,222.9,1402.2,4.93,0.85
B3373,17-05-2024,Day,L-2,M-02,OP-14,119,26,Shrinkage,209.8,1414.3,3.98,0.83
B3374,07-03-2024,Night,L-3,M-03,OP-11,121,44,Blowhole,187.5,1431.5,4.43,0.82
B3375,06-02-2024,Day,L-2,M-02,OP-11,105,23,Blowhole,207.8,1416.9,3.83,0.88
B3376,29-01-2024,Day,L-3,M-03,OP-08,88,41,Blowhole,214.6,1433.8,5.08,0.87
B3377,13-03-2024,Day,L-1,M-01,OP-05,89,19,Shrinkage,203,1404.1,3.6,0.86
B3378,06-05-2024,Day,L-1,M-01,OP-14,85,31,Cold Shut,222.4,1445.1,4.76,0.9
B3379,26-01-2024,Night,L-1,M-01,OP-08,81,21,Blowhole,210.4,1383.2,4.19,0.85
B3380,04-05-2024,Day,L-2,M-02,OP-11,127,46,Blowhole,209.3,1435.4,5.64,0.86
B3381,06-04-2024,Night,L-1,M-01,OP-15,108,29,Cold Shut,206,1400,3.13,0.87
B3382,11-02-2024,Night,L-3,M-03,OP-03,124,64,Cold Shut,208,1435.4,6.18,0.85
B3383,17-06-2024,Day,L-1,M-01,OP-10,116,25,Blowhole,189.5,1417.5,4.09,0.88
B3384,29-03-2024,Night,L-1,M-01,OP-08,124,52,Blowhole,210.5,1412.4,5.54,0.83
B3385,01-02-2024,Night,L-1,M-01,OP-04,92,24,Blowhole,212.9,1422.7,3.8,0.85
B3386,12-05-2024,Day,L-3,M-03,OP-09,126,59,Shrinkage,189.2,1414.4,4.99,0.83
B3387,30-01-2024,Night,L-1,M-01,OP-15,126,34,Shrinkage,200.3,1398.8,4.5,0.83
B3388,05-02-2024,Night,L-1,M-01,OP-04,94,25,Blowhole,208,1416,4.12,0.88
B3389,09-03-2024,Day,L-3,M-03,OP-05,85,27,Misrun,194.3,1414,3.51,0.86
B3390,30-03-2024,Day,L-1,M-01,OP-12,88,32,Cold Shut,198.8,1414.9,4.71,0.82
B3391,21-04-2024,Night,L-2,M-02,OP-09,117,31,Misrun,207.1,1405,3.47,0.88
B3392,14-02-2024,Night,L-1,M-01,OP-04,115,31,Cold Shut,197.2,1406.1,3.82,0.82
B3393,29-05-2024,Day,L-2,M-02,OP-13,114,25,Cold Shut,199.4,1410.1,3.92,0.84
B3394,04-05-2024,Day,L-1,M-01,OP-07,94,20,Misrun,222.7,1411.9,3.93,0.89
B3395,22-03-2024,Night,L-2,M-02,OP-10,111,29,Blowhole,221.2,1435.8,3.25,0.85
B3396,19-04-2024,Night,L-3,M-03,OP-04,107,39,Cold Shut,203.1,1402.4,3.54,0.83
B3397,25-04-2024,Day,L-2,M-02,OP-03,110,24,Blowhole,215.4,1401.2,4.19,0.87
B3398,30-05-2024,Night,L-3,M-03,OP-07,120,44,Cold Shut,217.1,1400.1,3.96,0.84
B3399,11-04-2024,Night,L-3,M-03,OP-01,119,61,Blowhole,212.9,1422.8,5.22,0.81
B3400,19-04-2024,Night,L-1,M-01,OP-13,83,22,Shrinkage,202,1422.1,4,0.82
B3401,19-01-2024,Day,L-2,M-02,OP-04,92,34,Cold Shut,216.7,1385.8,5.19,0.88
B3402,21-03-2024,Day,L-2,M-02,OP-02,114,25,Blowhole,220,1402.8,3.71,0.83
B3403,25-03-2024,Day,L-2,M-02,OP-04,118,43,Misrun,212,1400.5,4.71,0.84
B3404,29-02-2024,Night,L-3,M-03,OP-09,128,47,Blowhole,223.2,1402.3,3.61,0.87
B3405,03-06-2024,Night,L-2,M-02,OP-04,127,34,Shrinkage,218.9,1422,3.33,0.82
B3406,04-06-2024,Night,L-1,M-01,OP-15,129,54,Blowhole,207.3,1413.1,5.2,0.82
B3407,23-06-2024,Night,L-3,M-03,OP-13,127,46,Misrun,200.7,1409.4,3.73,0.83
B3408,20-02-2024,Night,L-2,M-02,OP-04,95,39,Blowhole,208.5,1406.6,4.86,0.84
B3409,12-01-2024,Night,L-2,M-02,OP-05,97,26,Misrun,225.5,1413.8,4.15,0.8
B3410,25-04-2024,Day,L-1,M-01,OP-03,81,17,Cold Shut,209.6,1414.7,3.64,0.83
B3411,01-03-2024,Night,L-3,M-03,OP-10,110,40,Blowhole,214,1403,4.49,0.85
B3412,13-06-2024,Day,L-2,M-02,OP-13,104,22,Blowhole,209.5,1425.7,3.65,0.86
B3413,03-02-2024,Night,L-2,M-02,OP-14,86,23,Misrun,205.9,1411.9,3.47,0.91
B3414,27-03-2024,Day,L-1,M-01,OP-11,127,27,Blowhole,227.2,1423.9,3.77,0.8
B3415,25-01-2024,Night,L-1,M-01,OP-14,120,32,Misrun,193.3,1430.9,4.25,0.83
B3416,11-03-2024,Night,L-3,M-03,OP-06,108,56,Cold Shut,219.2,1409.8,4.68,0.89
B3417,22-05-2024,Day,L-2,M-02,OP-13,84,18,Cold Shut,217,1410.8,4.12,0.93
B3418,10-04-2024,Day,L-2,M-02,OP-05,117,25,Misrun,201,1417.4,3.11,0.82
B3419,05-04-2024,Day,L-2,M-02,OP-10,114,25,Blowhole,202.5,1396,2.12,0.86
B3420,13-01-2024,Day,L-1,M-01,OP-14,84,18,Blowhole,204.5,1421.8,3.67,0.85
B3421,23-03-2024,Day,L-1,M-01,OP-14,99,36,Misrun,205,1426.3,4.97,0.87
B3422,23-01-2024,Day,L-1,M-01,OP-04,95,20,Cold Shut,208.6,1420.8,4.38,0.84
B3423,25-06-2024,Day,L-3,M-03,OP-14,97,31,Blowhole,214.5,1406.8,3.95,0.89
B3424,29-01-2024,Day,L-2,M-02,OP-01,108,23,Cold Shut,230.1,1442.3,3.89,0.93
B3425,25-03-2024,Night,L-1,M-01,OP-12,98,26,Misrun,219.4,1423.1,3.92,0.86
B3426,05-02-2024,Day,L-2,M-02,OP-10,114,42,Misrun,198.8,1417.3,5.33,0.8
B3427,22-03-2024,Day,L-1,M-01,OP-14,127,27,Shrinkage,222.4,1412.4,4.03,0.83
B3428,12-06-2024,Night,L-3,M-03,OP-08,89,46,Blowhole,208.7,1413.7,4.53,0.85
B3429,27-05-2024,Day,L-3,M-03,OP-08,110,35,Misrun,210.5,1431.9,2.97,0.86
B3430,03-05-2024,Night,L-2,M-02,OP-04,119,49,Blowhole,220.8,1426.3,4.98,0.84
B3431,22-01-2024,Night,L-2,M-02,OP-06,116,31,Shrinkage,203.3,1411,3.86,0.83
B3432,26-06-2024,Day,L-3,M-03,OP-02,93,29,Blowhole,214.6,1406.9,3.44,0.87
B3433,24-02-2024,Day,L-2,M-02,OP-01,106,23,Shrinkage,196.7,1403.8,4.08,0.89
B3434,18-02-2024,Night,L-2,M-02,OP-08,102,42,Blowhole,210.7,1406,5.05,0.86
B3435,31-05-2024,Day,L-2,M-02,OP-13,111,24,Cold Shut,225.5,1416.5,3.19,0.86
B3436,16-06-2024,Night,L-2,M-02,OP-03,83,34,Blowhole,225.7,1433.5,4.7,0.8
B3437,03-04-2024,Day,L-1,M-01,OP-07,122,26,Misrun,201.4,1418.4,3.95,0.84
B3438,12-04-2024,Day,L-3,M-03,OP-04,87,27,Blowhole,197.4,1409.6,3.76,0.86
B3439,12-02-2024,Night,L-2,M-02,OP-11,115,31,Cold Shut,210.5,1405.9,4.06,0.84
B3440,07-02-2024,Day,L-3,M-03,OP-08,104,48,Blowhole,208.1,1406.2,5.22,0.92
B3441,02-03-2024,Day,L-3,M-03,OP-01,112,35,Misrun,210.2,1426.2,4.06,0.93
B3442,08-01-2024,Night,L-1,M-01,OP-08,114,47,Misrun,202.7,1431.3,4.82,0.84
B3443,31-01-2024,Night,L-2,M-02,OP-15,102,27,Blowhole,198.2,1427.2,3.8,0.83
B3444,24-02-2024,Night,L-2,M-02,OP-03,107,44,Misrun,208.6,1391.7,6.59,0.81
B3445,10-05-2024,Night,L-3,M-03,OP-06,107,39,Blowhole,210.3,1401.8,4.08,0.85
B3446,04-04-2024,Night,L-2,M-02,OP-02,127,53,Blowhole,209.2,1391.9,5.45,0.85
B3447,18-04-2024,Night,L-3,M-03,OP-04,113,41,Cold Shut,204.1,1399.5,4.46,0.84
B3448,15-02-2024,Night,L-1,M-01,OP-10,99,41,Cold Shut,198.5,1431.8,5.2,0.88
B3449,12-05-2024,Night,L-3,M-03,OP-07,124,45,Blowhole,210.5,1418.4,3.23,0.84
B3450,14-06-2024,Day,L-3,M-03,OP-04,100,32,Blowhole,210.2,1433.2,3.95,0.87
B3451,14-01-2024,Day,L-1,M-01,OP-15,86,31,Blowhole,209.4,1419.9,4.54,0.85
B3452,02-03-2024,Night,L-3,M-03,OP-02,80,29,Blowhole,205,1393.3,4.36,0.82
B3453,07-06-2024,Day,L-2,M-02,OP-12,100,22,Misrun,225.2,1397.7,3.35,0.81
B3454,26-01-2024,Night,L-2,M-02,OP-04,109,45,Cold Shut,208.1,1406.9,4.57,0.81
B3455,13-02-2024,Day,L-2,M-02,OP-13,108,23,Shrinkage,212.3,1417.7,3.54,0.89
B3456,29-06-2024,Night,L-2,M-02,OP-10,118,49,Cold Shut,213.1,1440.6,4.54,0.87
B3457,25-01-2024,Day,L-3,M-03,OP-03,127,40,Misrun,222.7,1419.7,3.97,0.82
B3458,25-06-2024,Night,L-3,M-03,OP-04,102,37,Shrinkage,213.6,1420.9,3.1,0.88
B3459,12-02-2024,Day,L-2,M-02,OP-03,115,25,Cold Shut,207.3,1403.4,4.16,0.84
B3460,04-01-2024,Day,L-2,M-02,OP-11,110,40,Misrun,223.8,1395.7,5.22,0.82
B3461,06-01-2024,Night,L-2,M-02,OP-03,119,32,Cold Shut,209.7,1390.1,4,0.8
B3462,22-06-2024,Day,L-1,M-01,OP-13,101,22,Blowhole,197.8,1408.9,4.15,0.78
B3463,01-05-2024,Night,L-3,M-03,OP-10,105,38,Blowhole,205.4,1401.8,3.99,0.83
B3464,30-04-2024,Day,L-2,M-02,OP-02,103,22,Blowhole,213.3,1428,2.86,0.91
B3465,28-02-2024,Night,L-1,M-01,OP-09,106,44,Shrinkage,203.6,1438.2,6.4,0.85
B3466,26-01-2024,Day,L-1,M-01,OP-05,94,20,Cold Shut,218.9,1413.3,4.12,0.86
B3467,30-03-2024,Night,L-2,M-02,OP-09,103,27,Cold Shut,219,1409.9,4.36,0.84
B3468,05-03-2024,Night,L-3,M-03,OP-06,94,48,Misrun,212.7,1419.5,4.92,0.83
B3469,18-03-2024,Night,L-1,M-01,OP-12,96,25,Cold Shut,201.1,1425.6,3.99,0.84
B3470,29-01-2024,Night,L-3,M-03,OP-05,91,33,Blowhole,202.5,1426.5,3.94,0.85
B3471,26-02-2024,Night,L-1,M-01,OP-11,83,34,Shrinkage,217.9,1409.4,4.73,0.79
B3472,08-01-2024,Night,L-2,M-02,OP-04,86,23,Misrun,178.3,1425.7,3.74,0.84
B3473,23-01-2024,Day,L-2,M-02,OP-04,114,25,Misrun,196.5,1404.5,4.37,0.87
B3474,11-03-2024,Day,L-3,M-03,OP-15,124,39,Misrun,212.8,1452.5,3.35,0.86
B3475,08-03-2024,Day,L-3,M-03,OP-15,102,32,Cold Shut,201.3,1396.2,3.72,0.82
B3476,30-05-2024,Night,L-2,M-02,OP-07,92,24,Cold Shut,205.3,1429.4,4,0.83
B3477,11-01-2024,Day,L-2,M-02,OP-10,96,35,Cold Shut,212.6,1410.4,5.01,0.88
B3478,20-04-2024,Day,L-3,M-03,OP-13,113,36,Misrun,210.8,1424.8,3.54,0.8
B3479,14-03-2024,Night,L-3,M-03,OP-02,124,45,Blowhole,206.4,1412.5,3.18,0.84
B3480,29-04-2024,Day,L-2,M-02,OP-11,83,30,Shrinkage,212.1,1413.8,5.11,0.85
B3481,08-06-2024,Night,L-3,M-03,OP-09,81,42,Shrinkage,204.1,1419.9,5.44,0.84
B3482,14-03-2024,Night,L-2,M-02,OP-02,86,23,Cold Shut,197.8,1385.9,4.2,0.84
B3483,11-01-2024,Night,L-1,M-01,OP-04,86,36,Cold Shut,241.6,1431.6,4.95,0.87
B3484,14-01-2024,Day,L-3,M-03,OP-08,122,39,Cold Shut,212.8,1435.5,4.42,0.87
B3485,31-03-2024,Night,L-1,M-01,OP-11,80,21,Blowhole,212.7,1398.6,4.35,0.9
B3486,05-02-2024,Night,L-1,M-01,OP-06,94,25,Cold Shut,218,1422.3,4.46,0.83
B3487,23-01-2024,Day,L-3,M-03,OP-12,126,59,Cold Shut,228.9,1426.6,4.7,0.85
B3488,20-04-2024,Day,L-1,M-01,OP-10,106,23,Blowhole,192.2,1412.1,3.5,0.79
B3489,09-01-2024,Day,L-2,M-02,OP-08,92,20,Cold Shut,204.8,1421.1,3.55,0.83
B3490,18-04-2024,Night,L-1,M-01,OP-07,112,47,Blowhole,220.4,1423.2,4.88,0.93
B3491,01-06-2024,Night,L-2,M-02,OP-05,111,46,Shrinkage,221.8,1428.9,4.71,0.91
B3492,22-06-2024,Night,L-3,M-03,OP-15,109,40,Cold Shut,195.5,1429,4.05,0.82
B3493,23-06-2024,Day,L-3,M-03,OP-13,110,51,Shrinkage,206,1422.3,5.62,0.9
B3494,16-04-2024,Day,L-2,M-02,OP-09,80,17,Shrinkage,202.8,1415.5,4.35,0.78
B3495,22-01-2024,Night,L-2,M-02,OP-05,93,39,Misrun,218.5,1428.5,4.63,0.9
B3496,06-04-2024,Day,L-3,M-03,OP-13,129,41,Misrun,200.9,1410.3,3.3,0.84
B3497,14-05-2024,Day,L-1,M-01,OP-08,86,31,Cold Shut,206.1,1391.6,4.57,0.85
B3498,29-04-2024,Night,L-3,M-03,OP-06,98,50,Misrun,209.3,1421.1,4.83,0.83
B3499,15-04-2024,Night,L-2,M-02,OP-08,111,46,Blowhole,215.6,1425.9,4.75,0.85
B3500,17-04-2024,Day,L-3,M-03,OP-02,116,54,Shrinkage,218.1,1426.9,4.9,0.85
B3501,03-03-2024,Night,L-3,M-03,OP-10,111,41,Cold Shut,204.9,1412.5,4.28,0.76
